customer_id,date,region,age,purchase_amount,visit_count,category,membership_level,satisfaction_score,purchase_channel
1164,2023-08-07,대전,42.0,56950.00,7,도서,골드,4.0,오프라인
1076,2023-04-20,서울시,30.0,39150.75,4,전자제품,일반,3.0,모바일
1188,2023-06-10,경기도,47.0,173600.25,10,의류,VIP,5.0,온라인
1053,2023-02-07,인천시,35.0,45350.50,5,식품,실버,3.0,오프라인
1164,2023-10-26,서울,43.0,58600.50,7,가구,골드,4.0,모바일
1089,2023-12-17,부산광역시,31.0,40300.75,4,도서,실버,3.0,온라인
1197,2023-03-28,서울특별시,52.0,176900.25,11,전자제품,VIP,5.0,오프라인
1045,2023-07-10,대구광역시,39.0,51650.50,7,의류,골드,4.0,모바일
1111,2023-05-07,서울,,36450.00,3,식품,일반,2.0,온라인
1173,2023-09-12,경기 지역,48.0,65500.50,8,가구,VIP,5.0,오프라인
1102,2023-11-23,부산시,34.0,44500.00,5,도서,실버,3.0,모바일
1248,2023-01-01,서울,45.0,183500.25,10,전자제품,골드,4.0,온라인
1058,2023-06-27,인천광역시,32.0,41400.75,4,의류,실버,3.0,오프라인
